"Timestamp","Receiver","CodeSpace","Signal","Sensor.Value","Sensor.Unit"
2018-04-16 00:54:01,132914,"R64K",4529,0.54,"Temp"
2018-04-16 00:55:03,132914,"R64K",4529,0.54,"Temp"
2018-04-16 00:55:36,132914,"R64K",4529,0.54,"Temp"
2018-04-16 00:56:15,132914,"R64K",4529,0.54,"Temp"
2018-04-16 00:57:05,132914,"R64K",4529,0.55,"Temp"
2018-04-16 00:57:37,132914,"R64K",4529,0.55,"Temp"
2018-04-16 00:58:08,132914,"R64K",4529,0.55,"Temp"
2018-04-17 21:47:29,132914,"R64K",4477,0.77,"Temp"
2018-04-17 21:48:25,132914,"R64K",4477,0.77,"Temp"
2018-04-17 21:49:08,132914,"R64K",4477,0.77,"Temp"
2018-04-17 21:49:42,132914,"R64K",4477,0.77,"Temp"
2018-04-17 21:50:07,132914,"R64K",4477,0.77,"Temp"
2018-04-17 21:51:04,132914,"R64K",4477,0.78,"Temp"
2018-04-17 21:51:51,132914,"R64K",4477,0.78,"Temp"
2018-04-18 21:20:21,132914,"R64K",4456,3.69,"Temp"
2018-04-18 21:21:19,132914,"R64K",4456,3.69,"Temp"
2018-04-18 21:22:54,132914,"R64K",4456,3.7,"Temp"
2018-04-18 21:23:26,132914,"R64K",4456,3.7,"Temp"
2018-04-18 21:24:21,132914,"R64K",4456,3.7,"Temp"
2018-04-18 21:25:02,132914,"R64K",4456,3.7,"Temp"
2018-04-18 21:25:41,132914,"R64K",4456,3.7,"Temp"
2018-04-18 21:26:36,132914,"R64K",4456,3.71,"Temp"
2018-04-18 21:27:30,132914,"R64K",4456,3.71,"Temp"
2018-04-18 23:55:31,132914,"R64K",4526,3.86,"Temp"
2018-04-18 23:56:26,132914,"R64K",4526,3.86,"Temp"
2018-04-18 23:57:19,132914,"R64K",4526,3.87,"Temp"
2018-04-18 23:57:50,132914,"R64K",4526,3.87,"Temp"
2018-04-18 23:58:26,132914,"R64K",4526,3.87,"Temp"
2018-04-18 23:59:01,132914,"R64K",4526,3.87,"Temp"
2018-04-18 23:59:55,132914,"R64K",4526,3.88,"Temp"
2018-04-19 00:00:50,132914,"R64K",4526,3.88,"Temp"
2018-04-19 00:01:27,132914,"R64K",4526,3.88,"Temp"
2018-04-19 00:01:48,132914,"R64K",4526,3.88,"Temp"
2018-04-19 02:32:09,132914,"R64K",4508,3.99,"Temp"
2018-04-19 02:32:21,132914,"R64K",4515,3.99,"Temp"
2018-04-19 02:33:04,132914,"R64K",4508,3.99,"Temp"
2018-04-19 02:33:53,132914,"R64K",4515,4,"Temp"
2018-04-19 02:33:58,132914,"R64K",4508,4,"Temp"
2018-04-19 02:34:17,132914,"R64K",4515,4,"Temp"
2018-04-19 02:36:42,132914,"R64K",4515,4,"Temp"
2018-04-19 02:37:31,132914,"R64K",4515,4.01,"Temp"
2018-04-19 07:08:56,132914,"R64K",4465,4.26,"Temp"
2018-04-19 07:10:26,132914,"R64K",4465,4.26,"Temp"
2018-04-19 07:10:52,132914,"R64K",4465,4.27,"Temp"
2018-04-19 07:11:12,132914,"R64K",4465,4.27,"Temp"
2018-04-19 07:11:52,132914,"R64K",4465,4.28,"Temp"
2018-04-19 07:12:25,132914,"R64K",4465,4.29,"Temp"
2018-04-19 07:13:02,132914,"R64K",4465,4.29,"Temp"
2018-04-19 07:13:41,132914,"R64K",4465,4.3,"Temp"
2018-04-19 08:23:24,132914,"R64K",4541,4.51,"Temp"
2018-04-19 08:24:16,132914,"R64K",4541,4.51,"Temp"
2018-04-19 08:25:09,132914,"R64K",4541,4.52,"Temp"
2018-04-19 08:25:46,132914,"R64K",4541,4.52,"Temp"
2018-04-19 08:26:13,132914,"R64K",4541,4.52,"Temp"
2018-04-19 08:26:55,132914,"R64K",4541,4.52,"Temp"
2018-04-19 08:27:18,132914,"R64K",4541,4.53,"Temp"
2018-04-19 19:14:55,132914,"R64K",4510,4.95,"Temp"
2018-04-19 19:15:39,132914,"R64K",4510,4.95,"Temp"
2018-04-19 19:16:36,132914,"R64K",4510,4.96,"Temp"
2018-04-19 19:17:22,132914,"R64K",4510,4.96,"Temp"
2018-04-19 19:18:13,132914,"R64K",4510,4.97,"Temp"
2018-04-19 20:02:17,132914,"R64K",4505,5.14,"Temp"
2018-04-19 20:03:08,132914,"R64K",4505,5.14,"Temp"
2018-04-19 20:03:57,132914,"R64K",4505,5.14,"Temp"
2018-04-19 20:04:43,132914,"R64K",4505,5.14,"Temp"
